"T K" "p [Bar]" "P saturated vapour [Bar]" "P saturated liquid [Bar]" "T saturated vapour K" "T saturated liquid K" "H gas [kJ/kg]" "H saturated liquid [kJ/kg]" "S gas [kJ/(kg K)]" "S saturated liquid [kJ/(kg K)]" "v liquid [dm^3/kg]" "v gas [m^3/kg]" "Cp liquid [kJ/(kg K)]" "Cp gas [kJ/(kg K)]" "Cv gas [kJ/(kg K)]" "Sound velocity [m/s]" "Viscosity liquid [kg/(m s)]" "Viscosity gas [kg/(m s)]" "Conductivity liquid [W/(m K)]" "Conductivity gas [W/(m K)]" "Heat of evap. [kJ/kg]"
1040.000 14.501 N/A N/A 469.8722926 469.8722926 4074.801561 N/A 8.252946049 N/A N/A 0.3299178575 N/A 2.33263223 1.860788347 772.7927587 N/A N/A N/A 0.1025321231 N/A
1040.000 15.001 N/A N/A 471.4748001 471.4748001 4074.563903 N/A 8.237124278 N/A N/A 0.3188859676 N/A 2.333235734 1.861029423 772.7571794 N/A N/A N/A 0.1025321231 N/A
1040.000 15.501 N/A N/A 473.0361688 473.0361688 4074.326189 N/A 8.22181544 N/A N/A 0.308565771 N/A 2.3338399 1.861270791 772.721639 N/A N/A N/A 0.1025321231 N/A
1040.000 16.001 N/A N/A 474.5587596 474.5587596 4074.088419 N/A 8.206986957 N/A N/A 0.2988905507 N/A 2.334444727 1.861512449 772.6861377 N/A N/A N/A 0.1025321231 N/A
1040.000 16.501 N/A N/A 476.0447286 476.0447286 4073.850594 N/A 8.19260926 N/A N/A 0.2898016759 N/A 2.335050213 1.861754398 772.6506754 N/A N/A N/A 0.1025321231 N/A
1040.000 17.001 N/A N/A 477.4960503 477.4960503 4073.612713 N/A 8.178655429 N/A N/A 0.2812474135 N/A 2.335656358 1.861996636 772.615252 N/A N/A N/A 0.1025321231 N/A
1040.000 17.501 N/A N/A 478.9145375 478.9145375 4073.374777 N/A 8.165100885 N/A N/A 0.273181942 N/A 2.33626316 1.862239163 772.5798676 N/A N/A N/A 0.1025321231 N/A
1040.000 18.001 N/A N/A 480.3018594 480.3018594 4073.136786 N/A 8.151923126 N/A N/A 0.2655645313 N/A 2.33687062 1.862481979 772.5445222 N/A N/A N/A 0.1025321231 N/A
1040.000 18.501 N/A N/A 481.6595559 481.6595559 4072.89874 N/A 8.1391015 N/A N/A 0.258358854 N/A 2.337478735 1.862725083 772.5092157 N/A N/A N/A 0.1025321231 N/A
1040.000 19.001 N/A N/A 482.9890514 482.9890514 4072.660638 N/A 8.126617009 N/A N/A 0.2515324065 N/A 2.338087505 1.862968474 772.4739482 N/A N/A N/A 0.1025321231 N/A
1040.000 19.501 N/A N/A 484.291666 484.291666 4072.422482 N/A 8.114452134 N/A N/A 0.245056019 N/A 2.338696929 1.863212152 772.4387196 N/A N/A N/A 0.1025321231 N/A
1040.000 20.001 N/A N/A 485.5686258 485.5686258 4072.184272 N/A 8.102590688 N/A N/A 0.2389034381 N/A 2.339307007 1.863456116 772.4035298 N/A N/A N/A 0.1025321231 N/A
1040.000 20.501 N/A N/A 486.8210714 486.8210714 4071.946006 N/A 8.091017681 N/A N/A 0.233050972 N/A 2.339917736 1.863700366 772.368379 N/A N/A N/A 0.1025321231 N/A
1040.000 21.001 N/A N/A 488.0500662 488.0500662 4071.707686 N/A 8.07971921 N/A N/A 0.2274771847 N/A 2.340529117 1.863944901 772.333267 N/A N/A N/A 0.1025321231 N/A
1040.000 21.501 N/A N/A 489.2566031 489.2566031 4071.469312 N/A 8.068682352 N/A N/A 0.2221626347 N/A 2.341141148 1.864189721 772.2981939 N/A N/A N/A 0.1025321231 N/A
1040.000 22.001 N/A N/A 490.4416109 490.4416109 4071.230884 N/A 8.057895074 N/A N/A 0.2170896473 N/A 2.341753828 1.864434824 772.2631596 N/A N/A N/A 0.1025321231 N/A
1040.000 22.501 N/A N/A 491.6059595 491.6059595 4070.992402 N/A 8.047346156 N/A N/A 0.2122421192 N/A 2.342367157 1.864680211 772.2281642 N/A N/A N/A 0.1025321231 N/A
1040.000 23.001 N/A N/A 492.7504651 492.7504651 4070.753865 N/A 8.037025118 N/A N/A 0.2076053472 N/A 2.342981134 1.864925881 772.1932075 N/A N/A N/A 0.1025321231 N/A
1040.000 23.501 N/A N/A 493.8758946 493.8758946 4070.515275 N/A 8.026922155 N/A N/A 0.2031658792 N/A 2.343595757 1.865171833 772.1582897 N/A N/A N/A 0.1025321231 N/A
1040.000 24.001 N/A N/A 494.9829695 494.9829695 4070.276631 N/A 8.017028083 N/A N/A 0.1989113844 N/A 2.344211026 1.865418067 772.1234106 N/A N/A N/A 0.1025321231 N/A
1040.000 24.501 N/A N/A 496.0723694 496.0723694 4070.037934 N/A 8.007334284 N/A N/A 0.1948305383 N/A 2.34482694 1.865664582 772.0885703 N/A N/A N/A 0.1025321231 N/A
1040.000 25.001 N/A N/A 497.1447354 497.1447354 4069.799183 N/A 7.997832665 N/A N/A 0.1909129224 N/A 2.345443497 1.865911377 772.0537688 N/A N/A N/A 0.1025321231 N/A
1040.000 25.501 N/A N/A 498.2006728 498.2006728 4069.560378 N/A 7.988515611 N/A N/A 0.1871489354 N/A 2.346060698 1.866158452 772.019006 N/A N/A N/A 0.1025321231 N/A
1040.000 26.001 N/A N/A 499.2407542 499.2407542 4069.321521 N/A 7.979375953 N/A N/A 0.1835297143 N/A 2.34667854 1.866405807 771.9842819 N/A N/A N/A 0.1025321231 N/A
1040.000 26.501 N/A N/A 500.2655212 500.2655212 4069.08261 N/A 7.97040693 N/A N/A 0.1800470652 N/A 2.347297024 1.86665344 771.9495965 N/A N/A N/A 0.1025321231 N/A
1040.000 27.001 N/A N/A 501.2754871 501.2754871 4068.843647 N/A 7.961602161 N/A N/A 0.176693401 N/A 2.347916148 1.866901352 771.9149498 N/A N/A N/A 0.1025321231 N/A
1040.000 27.501 N/A N/A 502.2711389 502.2711389 4068.60463 N/A 7.952955616 N/A N/A 0.1734616865 N/A 2.348535911 1.867149542 771.8803418 N/A N/A N/A 0.1025321231 N/A
1040.000 28.001 N/A N/A 503.2529388 503.2529388 4068.365561 N/A 7.944461592 N/A N/A 0.1703453889 N/A 2.349156312 1.867398008 771.8457724 N/A N/A N/A 0.1025321231 N/A
1040.000 28.501 N/A N/A 504.221326 504.221326 4068.126439 N/A 7.936114687 N/A N/A 0.1673384338 N/A 2.349777351 1.867646751 771.8112416 N/A N/A N/A 0.1025321231 N/A
1040.000 29.001 N/A N/A 505.1767185 505.1767185 4067.887265 N/A 7.927909782 N/A N/A 0.1644351659 N/A 2.350399027 1.86789577 771.7767495 N/A N/A N/A 0.1025321231 N/A
1040.000 29.501 N/A N/A 506.119514 506.119514 4067.648038 N/A 7.919842021 N/A N/A 0.1616303129 N/A 2.351021337 1.868145065 771.742296 N/A N/A N/A 0.1025321231 N/A
1060.000 0.001 N/A N/A 252.816153 252.816153 4128.117261 N/A 12.72433949 N/A N/A 4891.850577 N/A 2.329452881 1.867956884 780.6619384 N/A N/A N/A 0.1051885554 N/A
1060.000 0.501 N/A N/A 354.5303038 354.5303038 4127.892483 N/A 9.855277292 N/A N/A 9.763973487 N/A 2.329988153 1.868162048 780.629284 N/A N/A N/A 0.1051885554 N/A
1060.000 1.001 N/A N/A 372.8031856 372.8031856 4127.667659 N/A 9.535689663 N/A N/A 4.886375265 N/A 2.330524043 1.86836752 780.5966667 N/A N/A N/A 0.1051885554 N/A
1060.000 1.501 N/A N/A 384.5412339 384.5412339 4127.442786 N/A 9.348556399 N/A N/A 3.258325783 N/A 2.331060575 1.868573301 780.5640884 N/A N/A N/A 0.1051885554 N/A
1060.000 2.001 N/A N/A 393.3990367 393.3990367 4127.217874 N/A 9.215706594 N/A N/A 2.443915529 N/A 2.331597687 1.868779383 780.531544 N/A N/A N/A 0.1051885554 N/A
1060.000 2.501 N/A N/A 400.5984286 400.5984286 4126.992911 N/A 9.11260776 N/A N/A 1.955128719 N/A 2.332135444 1.868985774 780.4990392 N/A N/A N/A 0.1051885554 N/A
1060.000 3.001 N/A N/A 406.7080662 406.7080662 4126.767898 N/A 9.028331088 N/A N/A 1.629211019 N/A 2.332673853 1.869192475 780.4665745 N/A N/A N/A 0.1051885554 N/A
1060.000 3.501 N/A N/A 412.041775 412.041775 4126.542865 N/A 8.957054209 N/A N/A 1.396409948 N/A 2.333212713 1.869399458 780.4341328 N/A N/A N/A 0.1051885554 N/A
1060.000 4.001 N/A N/A 416.7922186 416.7922186 4126.317752 N/A 8.895277387 N/A N/A 1.2217679 N/A 2.333752413 1.869606775 780.4017474 N/A N/A N/A 0.1051885554 N/A
1060.000 4.501 N/A N/A 421.0866935 421.0866935 4126.092629 N/A 8.840773498 N/A N/A 1.08594737 N/A 2.334292497 1.869814364 780.3693795 N/A N/A N/A 0.1051885554 N/A
1060.000 5.001 N/A N/A 425.0139694 425.0139694 4125.867417 N/A 8.791989823 N/A N/A 0.977264165 N/A 2.334833493 1.870022297 780.3370742 N/A N/A N/A 0.1051885554 N/A
1060.000 5.501 N/A N/A 428.6385702 428.6385702 4125.642202 N/A 8.747851521 N/A N/A 0.8883554446 N/A 2.335374814 1.870230492 780.3047813 N/A N/A N/A 0.1051885554 N/A
1060.000 6.001 N/A N/A 432.008939 432.008939 4125.416663 N/A 8.707493076 N/A N/A 0.8141769773 N/A 2.335918613 1.870439247 780.2726849 N/A N/A N/A 0.1051885554 N/A
1060.000 6.501 N/A N/A 435.1624606 435.1624606 4125.191317 N/A 8.670394023 N/A N/A 0.7514811245 N/A 2.33646144 1.870648084 780.2404904 N/A N/A N/A 0.1051885554 N/A
1060.000 7.001 N/A N/A 438.1286058 438.1286058 4124.965926 N/A 8.636032932 N/A N/A 0.6977405549 N/A 2.337004879 1.870857222 780.2083332 N/A N/A N/A 0.1051885554 N/A
1060.000 7.501 N/A N/A 440.9310509 440.9310509 4124.740489 N/A 8.604031712 N/A N/A 0.6511644506 N/A 2.337548932 1.87106666 780.1762134 N/A N/A N/A 0.1051885554 N/A
1060.000 8.001 N/A N/A 443.5891211 443.5891211 4124.515008 N/A 8.574085559 N/A N/A 0.6104096423 N/A 2.338093596 1.871276398 780.1441308 N/A N/A N/A 0.1051885554 N/A
1060.000 8.501 N/A N/A 446.1188086 446.1188086 4124.289483 N/A 8.545945154 N/A N/A 0.5744489634 N/A 2.338638871 1.871486435 780.1120856 N/A N/A N/A 0.1051885554 N/A
1060.000 9.001 N/A N/A 448.5335074 448.5335074 4124.063912 N/A 8.519403964 N/A N/A 0.5424834811 N/A 2.339184755 1.87169677 780.0800777 N/A N/A N/A 0.1051885554 N/A
1060.000 9.501 N/A N/A 450.8445569 450.8445569 4123.838297 N/A 8.494288982 N/A N/A 0.5138824412 N/A 2.339731249 1.871907404 780.0481071 N/A N/A N/A 0.1051885554 N/A
1060.000 10.001 N/A N/A 453.0616347 453.0616347 4123.612638 N/A 8.470453838 N/A N/A 0.4881412279 N/A 2.34027835 1.872118334 780.0161737 N/A N/A N/A 0.1051885554 N/A
1060.000 10.501 N/A N/A 455.1930966 455.1930966 4123.386934 N/A 8.4477736 N/A N/A 0.4648513335 N/A 2.340826059 1.872329562 779.9842776 N/A N/A N/A 0.1051885554 N/A
1060.000 11.001 N/A N/A 457.2461787 457.2461787 4123.161186 N/A 8.426140779 N/A N/A 0.4436785176 N/A 2.341374374 1.872541086 779.9524187 N/A N/A N/A 0.1051885554 N/A
1060.000 11.501 N/A N/A 459.2272185 459.2272185 4122.935394 N/A 8.405462228 N/A N/A 0.4243466635 N/A 2.341923294 1.872752906 779.9205971 N/A N/A N/A 0.1051885554 N/A
1060.000 12.001 N/A N/A 461.141783 461.141783 4122.709558 N/A 8.385656697 N/A N/A 0.4066256703 N/A 2.342472819 1.87296502 779.8888126 N/A N/A N/A 0.1051885554 N/A
1060.000 12.501 N/A N/A 462.9947973 462.9947973 4122.483678 N/A 8.36665289 N/A N/A 0.39032225 N/A 2.343022947 1.87317743 779.8570653 N/A N/A N/A 0.1051885554 N/A
1060.000 13.001 N/A N/A 464.79064 464.79064 4122.257754 N/A 8.348387904 N/A N/A 0.3752728492 N/A 2.343573678 1.873390133 779.8253551 N/A N/A N/A 0.1051885554 N/A
1060.000 13.501 N/A N/A 466.5332221 466.5332221 4122.031787 N/A 8.330805958 N/A N/A 0.3613381428 N/A 2.34412501 1.87360313 779.7936821 N/A N/A N/A 0.1051885554 N/A
1060.000 14.001 N/A N/A 468.2260527 468.2260527 4121.805776 N/A 8.313857359 N/A N/A 0.3483987076 N/A 2.344676943 1.873816419 779.7620463 N/A N/A N/A 0.1051885554 N/A
1060.000 14.501 N/A N/A 469.8722926 469.8722926 4121.579722 N/A 8.297497649 N/A N/A 0.3363515918 N/A 2.345229477 1.874030001 779.7304475 N/A N/A N/A 0.1051885554 N/A
1060.000 15.001 N/A N/A 471.4748001 471.4748001 4121.353624 N/A 8.281686891 N/A N/A 0.3251075694 N/A 2.345782609 1.874243874 779.6988858 N/A N/A N/A 0.1051885554 N/A
1060.000 15.501 N/A N/A 473.0361688 473.0361688 4121.127483 N/A 8.266389077 N/A N/A 0.3145889266 N/A 2.346336339 1.874458038 779.6673613 N/A N/A N/A 0.1051885554 N/A
1060.000 16.001 N/A N/A 474.5587596 474.5587596 4120.901299 N/A 8.251571631 N/A N/A 0.3047276634 N/A 2.346890666 1.874672493 779.6358737 N/A N/A N/A 0.1051885554 N/A
1060.000 16.501 N/A N/A 476.0447286 476.0447286 4120.675072 N/A 8.237204982 N/A N/A 0.2954640217 N/A 2.34744559 1.874887238 779.6044233 N/A N/A N/A 0.1051885554 N/A
1060.000 17.001 N/A N/A 477.4960503 477.4960503 4120.448802 N/A 8.223262211 N/A N/A 0.2867452732 N/A 2.348001109 1.875102272 779.5730098 N/A N/A N/A 0.1051885554 N/A
1060.000 17.501 N/A N/A 478.9145375 478.9145375 4120.22249 N/A 8.209718739 N/A N/A 0.2785247155 N/A 2.348557222 1.875317595 779.5416334 N/A N/A N/A 0.1051885554 N/A
1060.000 18.001 N/A N/A 480.3018594 480.3018594 4119.996134 N/A 8.196552064 N/A N/A 0.270760835 N/A 2.349113929 1.875533206 779.5102939 N/A N/A N/A 0.1051885554 N/A
1060.000 18.501 N/A N/A 481.6595559 481.6595559 4119.769736 N/A 8.183741534 N/A N/A 0.2634166058 N/A 2.349671229 1.875749105 779.4789914 N/A N/A N/A 0.1051885554 N/A
1060.000 19.001 N/A N/A 482.9890514 482.9890514 4119.543296 N/A 8.171268151 N/A N/A 0.2564588994 N/A 2.35022912 1.87596529 779.4477259 N/A N/A N/A 0.1051885554 N/A
1060.000 19.501 N/A N/A 484.291666 484.291666 4119.316813 N/A 8.159114396 N/A N/A 0.2498579847 N/A 2.350787602 1.876181763 779.4164973 N/A N/A N/A 0.1051885554 N/A
1060.000 20.001 N/A N/A 485.5686258 485.5686258 4119.090288 N/A 8.147264081 N/A N/A 0.2435871037 N/A 2.351346674 1.876398521 779.3853056 N/A N/A N/A 0.1051885554 N/A
1060.000 20.501 N/A N/A 486.8210714 486.8210714 4118.86372 N/A 8.135702218 N/A N/A 0.2376221088 N/A 2.351906336 1.876615564 779.3541508 N/A N/A N/A 0.1051885554 N/A
1060.000 21.001 N/A N/A 488.0500662 488.0500662 4118.637111 N/A 8.124414902 N/A N/A 0.231941152 N/A 2.352466585 1.876832892 779.3230329 N/A N/A N/A 0.1051885554 N/A
1060.000 21.501 N/A N/A 489.2566031 489.2566031 4118.41046 N/A 8.113389211 N/A N/A 0.2265244176 N/A 2.353027422 1.877050505 779.2919518 N/A N/A N/A 0.1051885554 N/A
1060.000 22.001 N/A N/A 490.4416109 490.4416109 4118.183766 N/A 8.102613112 N/A N/A 0.2213538914 N/A 2.353588845 1.877268401 779.2609076 N/A N/A N/A 0.1051885554 N/A
1060.000 22.501 N/A N/A 491.6059595 491.6059595 4117.957032 N/A 8.092075384 N/A N/A 0.2164131601 N/A 2.354150853 1.87748658 779.2299002 N/A N/A N/A 0.1051885554 N/A
1060.000 23.001 N/A N/A 492.7504651 492.7504651 4117.730255 N/A 8.081765548 N/A N/A 0.2116872379 N/A 2.354713446 1.877705041 779.1989296 N/A N/A N/A 0.1051885554 N/A
1060.000 23.501 N/A N/A 493.8758946 493.8758946 4117.503437 N/A 8.0716738 N/A N/A 0.207162414 N/A 2.355276623 1.877923784 779.1679958 N/A N/A N/A 0.1051885554 N/A
1060.000 24.001 N/A N/A 494.9829695 494.9829695 4117.276577 N/A 8.061790953 N/A N/A 0.2028261203 N/A 2.355840382 1.878142809 779.1370988 N/A N/A N/A 0.1051885554 N/A
1060.000 24.501 N/A N/A 496.0723694 496.0723694 4117.049676 N/A 8.052108392 N/A N/A 0.1986668148 N/A 2.356404724 1.878362114 779.1062385 N/A N/A N/A 0.1051885554 N/A
1060.000 25.001 N/A N/A 497.1447354 497.1447354 4116.822734 N/A 8.042618022 N/A N/A 0.1946738784 N/A 2.356969646 1.8785817 779.075415 N/A N/A N/A 0.1051885554 N/A
1060.000 25.501 N/A N/A 498.2006728 498.2006728 4116.595751 N/A 8.033312228 N/A N/A 0.1908375252 N/A 2.357535148 1.878801565 779.0446281 N/A N/A N/A 0.1051885554 N/A
1060.000 26.001 N/A N/A 499.2407542 499.2407542 4116.368727 N/A 8.024183842 N/A N/A 0.1871487219 N/A 2.35810123 1.879021709 779.013878 N/A N/A N/A 0.1051885554 N/A
1060.000 26.501 N/A N/A 500.2655212 500.2655212 4116.141662 N/A 8.015226103 N/A N/A 0.183599117 N/A 2.35866789 1.879242132 778.9831644 N/A N/A N/A 0.1051885554 N/A
1060.000 27.001 N/A N/A 501.2754871 501.2754871 4115.914556 N/A 8.00643263 N/A N/A 0.1801809774 N/A 2.359235127 1.879462832 778.9524876 N/A N/A N/A 0.1051885554 N/A
1060.000 27.501 N/A N/A 502.2711389 502.2711389 4115.687409 N/A 7.997797393 N/A N/A 0.1768871326 N/A 2.359802941 1.87968381 778.9218474 N/A N/A N/A 0.1051885554 N/A
1060.000 28.001 N/A N/A 503.2529388 503.2529388 4115.460222 N/A 7.989314687 N/A N/A 0.1737109242 N/A 2.36037133 1.879905064 778.8912438 N/A N/A N/A 0.1051885554 N/A
1060.000 28.501 N/A N/A 504.221326 504.221326 4115.232994 N/A 7.980979113 N/A N/A 0.1706461611 N/A 2.360940294 1.880126595 778.8606767 N/A N/A N/A 0.1051885554 N/A
1060.000 29.001 N/A N/A 505.1767185 505.1767185 4115.005726 N/A 7.97278555 N/A N/A 0.167687079 N/A 2.361509832 1.880348401 778.8301463 N/A N/A N/A 0.1051885554 N/A
1060.000 29.501 N/A N/A 506.119514 506.119514 4114.778418 N/A 7.964729142 N/A N/A 0.1648283045 N/A 2.362079943 1.880570482 778.7996524 N/A N/A N/A 0.1051885554 N/A
1080.000 0.001 N/A N/A 252.816153 252.816153 4174.845938 N/A 12.76801201 N/A N/A 4984.149645 N/A 2.34344214 1.881946181 787.4118285 N/A N/A N/A 0.1078451942 N/A
1080.000 0.501 N/A N/A 354.5303038 354.5303038 4174.631419 N/A 9.898964981 N/A N/A 9.948402485 N/A 2.34393283 1.882125963 787.38304 N/A N/A N/A 0.1078451942 N/A
1080.000 1.001 N/A N/A 372.8031856 372.8031856 4174.416866 N/A 9.579387078 N/A N/A 4.978715447 N/A 2.344424078 1.882306047 787.3542864 N/A N/A N/A 0.1078451942 N/A
1080.000 1.501 N/A N/A 384.5412339 384.5412339 4174.202275 N/A 9.392263194 N/A N/A 3.319925905 N/A 2.344915908 1.882486437 787.3255698 N/A N/A N/A 0.1078451942 N/A
1080.000 2.001 N/A N/A 393.3990367 393.3990367 4173.987657 N/A 9.259423372 N/A N/A 2.490141553 N/A 2.345408255 1.882667124 787.2968845 N/A N/A N/A 0.1078451942 N/A
1080.000 2.501 N/A N/A 400.5984286 400.5984286 4173.773001 N/A 9.156334169 N/A N/A 1.992126061 N/A 2.345901189 1.882848116 787.2682368 N/A N/A N/A 0.1078451942 N/A
1080.000 3.001 N/A N/A 406.7080662 406.7080662 4173.558305 N/A 9.072066905 N/A N/A 1.660053944 N/A 2.346394716 1.883029413 787.2396273 N/A N/A N/A 0.1078451942 N/A
1080.000 3.501 N/A N/A 412.041775 412.041775 4173.343571 N/A 9.00079046 N/A N/A 1.422829161 N/A 2.346888837 1.883211016 787.211056 N/A N/A N/A 0.1078451942 N/A
1080.000 4.001 N/A N/A 416.7922186 416.7922186 4173.128797 N/A 8.939023612 N/A N/A 1.24489422 N/A 2.347383549 1.883392922 787.1825229 N/A N/A N/A 0.1078451942 N/A
1080.000 4.501 N/A N/A 421.0866935 421.0866935 4172.914021 N/A 8.884528983 N/A N/A 1.106511054 N/A 2.347878616 1.883575102 787.1540071 N/A N/A N/A 0.1078451942 N/A
1080.000 5.001 N/A N/A 425.0139694 425.0139694 4172.699171 N/A 8.835755406 N/A N/A 0.995779017 N/A 2.348374495 1.883757614 787.1255491 N/A N/A N/A 0.1078451942 N/A
1080.000 5.501 N/A N/A 428.6385702 428.6385702 4172.484327 N/A 8.791626469 N/A N/A 0.9051927887 N/A 2.348870678 1.883940392 787.0971039 N/A N/A N/A 0.1078451942 N/A
1080.000 6.001 N/A N/A 432.008939 432.008939 4172.269452 N/A 8.751325958 N/A N/A 0.8297017634 N/A 2.349367393 1.884123465 787.0686919 N/A N/A N/A 0.1078451942 N/A
1080.000 6.501 N/A N/A 435.1624606 435.1624606 4172.054256 N/A 8.714192049 N/A N/A 0.7657430807 N/A 2.349866557 1.88430708 787.0404828 N/A N/A N/A 0.1078451942 N/A
1080.000 7.001 N/A N/A 438.1286058 438.1286058 4171.839275 N/A 8.679840687 N/A N/A 0.7109885529 N/A 2.350364641 1.884490781 787.0121642 N/A N/A N/A 0.1078451942 N/A
1080.000 7.501 N/A N/A 440.9310509 440.9310509 4171.62426 N/A 8.64784921 N/A N/A 0.6635336691 N/A 2.350863278 1.884674778 786.9838807 N/A N/A N/A 0.1078451942 N/A
1080.000 8.001 N/A N/A 443.5891211 443.5891211 4171.409212 N/A 8.617912809 N/A N/A 0.622009917 N/A 2.351362466 1.88485907 786.9556324 N/A N/A N/A 0.1078451942 N/A
1080.000 8.501 N/A N/A 446.1188086 446.1188086 4171.194131 N/A 8.589782167 N/A N/A 0.5853707495 N/A 2.351862205 1.885043657 786.9274191 N/A N/A N/A 0.1078451942 N/A
1080.000 9.001 N/A N/A 448.5335074 448.5335074 4170.979017 N/A 8.563250752 N/A N/A 0.5528021595 N/A 2.352362494 1.885228539 786.8992408 N/A N/A N/A 0.1078451942 N/A
1080.000 9.501 N/A N/A 450.8445569 450.8445569 4170.76387 N/A 8.538145555 N/A N/A 0.5236614921 N/A 2.352863332 1.885413714 786.8710977 N/A N/A N/A 0.1078451942 N/A
1080.000 10.001 N/A N/A 453.0616347 453.0616347 4170.548691 N/A 8.514320207 N/A N/A 0.4974346102 N/A 2.353364718 1.885599183 786.8429895 N/A N/A N/A 0.1078451942 N/A
1080.000 10.501 N/A N/A 455.1930966 455.1930966 4170.333478 N/A 8.491649775 N/A N/A 0.4737052984 N/A 2.353866652 1.885784945 786.8149164 N/A N/A N/A 0.1078451942 N/A
1080.000 11.001 N/A N/A 457.2461787 457.2461787 4170.118233 N/A 8.470026772 N/A N/A 0.45213301 N/A 2.354369132 1.885970998 786.7868783 N/A N/A N/A 0.1078451942 N/A
1080.000 11.501 N/A N/A 459.2272185 459.2272185 4169.902955 N/A 8.449358049 N/A N/A 0.4324364185 N/A 2.354872157 1.886157343 786.7588751 N/A N/A N/A 0.1078451942 N/A
1080.000 12.001 N/A N/A 461.141783 461.141783 4169.687645 N/A 8.429562357 N/A N/A 0.4143810814 N/A 2.355375728 1.886343979 786.7309069 N/A N/A N/A 0.1078451942 N/A
1080.000 12.501 N/A N/A 462.9947973 462.9947973 4169.472302 N/A 8.4105684 N/A N/A 0.3977700639 N/A 2.355879842 1.886530905 786.7029736 N/A N/A N/A 0.1078451942 N/A
1080.000 13.001 N/A N/A 464.79064 464.79064 4169.256927 N/A 8.392313274 N/A N/A 0.3824367266 N/A 2.356384499 1.886718122 786.6750753 N/A N/A N/A 0.1078451942 N/A
1080.000 13.501 N/A N/A 466.5332221 466.5332221 4169.041519 N/A 8.374741198 N/A N/A 0.3682391156 N/A 2.356889698 1.886905627 786.6472118 N/A N/A N/A 0.1078451942 N/A
1080.000 14.001 N/A N/A 468.2260527 468.2260527 4168.82608 N/A 8.357802482 N/A N/A 0.3550555545 N/A 2.357395438 1.887093421 786.6193832 N/A N/A N/A 0.1078451942 N/A
1080.000 14.501 N/A N/A 469.8722926 469.8722926 4168.610608 N/A 8.341452664 N/A N/A 0.3427811489 N/A 2.357901719 1.887281503 786.5915895 N/A N/A N/A 0.1078451942 N/A
1080.000 15.001 N/A N/A 471.4748001 471.4748001 4168.395105 N/A 8.325651809 N/A N/A 0.3313249894 N/A 2.358408539 1.887469873 786.5638307 N/A N/A N/A 0.1078451942 N/A
1080.000 15.501 N/A N/A 473.0361688 473.0361688 4168.17957 N/A 8.310363909 N/A N/A 0.3206078959 N/A 2.358915898 1.88765853 786.5361066 N/A N/A N/A 0.1078451942 N/A
1080.000 16.001 N/A N/A 474.5587596 474.5587596 4167.964003 N/A 8.295556387 N/A N/A 0.3105605853 N/A 2.359423795 1.887847473 786.5084174 N/A N/A N/A 0.1078451942 N/A
1080.000 16.501 N/A N/A 476.0447286 476.0447286 4167.748404 N/A 8.281199673 N/A N/A 0.3011221721 N/A 2.359932229 1.888036702 786.4807629 N/A N/A N/A 0.1078451942 N/A
1080.000 17.001 N/A N/A 477.4960503 477.4960503 4167.532773 N/A 8.267266848 N/A N/A 0.292238933 N/A 2.360441199 1.888226216 786.4531432 N/A N/A N/A 0.1078451942 N/A
1080.000 17.501 N/A N/A 478.9145375 478.9145375 4167.317112 N/A 8.253733332 N/A N/A 0.2838632845 N/A 2.360950704 1.888416014 786.4255582 N/A N/A N/A 0.1078451942 N/A
1080.000 18.001 N/A N/A 480.3018594 480.3018594 4167.101418 N/A 8.240576623 N/A N/A 0.2759529298 N/A 2.361460743 1.888606097 786.398008 N/A N/A N/A 0.1078451942 N/A
1080.000 18.501 N/A N/A 481.6595559 481.6595559 4166.885694 N/A 8.227776071 N/A N/A 0.2684701443 N/A 2.361971316 1.888796463 786.3704925 N/A N/A N/A 0.1078451942 N/A
1080.000 19.001 N/A N/A 482.9890514 482.9890514 4166.669938 N/A 8.215312675 N/A N/A 0.2613811744 N/A 2.362482421 1.888987113 786.3430117 N/A N/A N/A 0.1078451942 N/A
1080.000 19.501 N/A N/A 484.291666 484.291666 4166.454151 N/A 8.203168918 N/A N/A 0.2546557281 N/A 2.362994058 1.889178044 786.3155655 N/A N/A N/A 0.1078451942 N/A
1080.000 20.001 N/A N/A 485.5686258 485.5686258 4166.238333 N/A 8.191328612 N/A N/A 0.2482665425 N/A 2.363506226 1.889369258 786.288154 N/A N/A N/A 0.1078451942 N/A
1080.000 20.501 N/A N/A 486.8210714 486.8210714 4166.022483 N/A 8.179776768 N/A N/A 0.2421890144 N/A 2.364018925 1.889560753 786.2607771 N/A N/A N/A 0.1078451942 N/A
1080.000 21.001 N/A N/A 488.0500662 488.0500662 4165.806603 N/A 8.168499482 N/A N/A 0.2364008836 N/A 2.364532152 1.889752528 786.2334348 N/A N/A N/A 0.1078451942 N/A
1080.000 21.501 N/A N/A 489.2566031 489.2566031 4165.590693 N/A 8.15748383 N/A N/A 0.2308819605 N/A 2.365045908 1.889944583 786.206127 N/A N/A N/A 0.1078451942 N/A
1080.000 22.001 N/A N/A 490.4416109 490.4416109 4165.374751 N/A 8.146717782 N/A N/A 0.2256138909 N/A 2.365560191 1.890136919 786.1788539 N/A N/A N/A 0.1078451942 N/A
